"seq","pool","ligation_id","total_reads","no_rad_tag","low_quality","retained","percent_retained"
15,61,"L2587",1412003,15688,24822,1364511,0.96
15,61,"L2588",756115,16588,19971,716063,0.94
15,61,"L2589",684325,5847,10619,664627,0.97
15,61,"L2590",1015937,6660,19932,984220,0.96
15,61,"L2591",1190816,7259,16962,1160726,0.97
15,61,"L2592",1354350,24604,22766,1300417,0.96
15,61,"L2593",1591637,13672,26353,1543990,0.97
15,61,"L2594",1613883,11772,24741,1569351,0.97
15,61,"L2595",1169419,15618,20608,1127532,0.96
15,61,"L2596",1734469,26052,26385,1673628,0.96
15,61,"L2597",1059384,8040,17731,1028378,0.97
15,61,"L2598",628693,4079,9685,611939,0.97
15,61,"L2599",990589,17802,17858,950087,0.95
15,61,"L2600",1582516,7459,28660,1538567,0.97
15,61,"L2601",1250651,25045,21939,1197543,0.95
15,61,"L2602",1567418,23472,26399,1509833,0.96
15,61,"L2603",1345106,15139,26638,1296946,0.96
15,61,"L2604",456122,6414,10432,437085,0.95
15,61,"L2605",595455,3395,8945,580181,0.97
15,61,"L2606",1182338,11641,22603,1142299,0.96
15,61,"L2607",693445,13517,11256,665343,0.95
15,61,"L2608",1264216,9330,24675,1224060,0.96
15,61,"L2609",1298526,27769,21051,1243468,0.95
15,61,"L2610",1991043,73184,29204,1879104,0.94
15,61,"L2611",1566699,20437,26374,1512501,0.96
15,61,"L2612",1184021,8898,21692,1147623,0.96
15,61,"L2613",1168605,11903,21089,1130007,0.96
15,61,"L2614",1347647,14698,24286,1301987,0.96
15,61,"L2615",1172925,16188,21733,1129417,0.96
15,61,"L2616",1244922,6779,25331,1206772,0.96
15,61,"L2617",1302475,23268,22188,1250796,0.96
15,61,"L2618",911621,8019,13109,885910,0.97
15,61,"L2619",1246588,17491,21725,1201258,0.96
15,61,"L2620",1593253,8571,25913,1550718,0.97
15,61,"L2621",948070,10179,15505,917759,0.96
15,61,"L2622",1024985,5378,18348,996259,0.97
15,61,"L2623",1529387,9499,26804,1485669,0.97
15,61,"L2624",1069527,14120,18118,1032146,0.96
15,61,"L2625",1000868,10300,15378,970316,0.96
15,61,"L2626",1565901,14460,28599,1515243,0.96
15,61,"L2627",1570893,14094,26417,1522661,0.96
15,61,"L2628",994239,14435,19683,955362,0.96
15,61,"L2629",665950,7654,11175,643928,0.96
15,61,"L2630",382641,1853,6653,372243,0.97
15,61,"L2631",1243516,12442,22516,1202353,0.96
15,62,"L2632",1202602,10882,35784,1150431,0.95
15,62,"L2633",1542974,17225,41199,1477817,0.95
15,62,"L2634",1062515,59032,45871,953556,0.89
15,62,"L2635",1339766,27988,33273,1272450,0.94
15,62,"L2636",1617545,11677,50751,1547486,0.95
15,62,"L2637",1646907,23256,44596,1571618,0.95
15,62,"L2638",1203814,26708,38591,1133475,0.94
15,62,"L2639",770738,31044,16887,719373,0.93
15,62,"L2640",1891339,40870,38335,1803580,0.95
15,62,"L2641",1725432,21401,33514,1662623,0.96
15,62,"L2642",1600041,17137,31952,1543355,0.96
15,62,"L2643",1630598,33225,37099,1553004,0.95
15,62,"L2644",1358137,46039,30916,1275267,0.93
15,62,"L2645",811536,10934,15964,780832,0.96
15,62,"L2646",557509,6790,15388,532909,0.95
15,62,"L2647",1360732,24125,37328,1293301,0.95
15,62,"L2648",1704174,12120,35975,1648277,0.96
15,62,"L2649",997065,32661,24654,935252,0.93
15,62,"L2650",1699807,36011,35528,1620372,0.95
15,62,"L2651",1167306,18129,36878,1107308,0.94
15,62,"L2652",1288461,25432,43625,1213760,0.94
15,62,"L2653",1510937,22125,41612,1440433,0.95
15,62,"L2654",1059066,13651,26117,1014509,0.95
15,62,"L2655",725536,12700,17815,691826,0.95
15,62,"L2656",1617282,7035,31311,1571261,0.97
15,62,"L2657",854500,67162,15725,768058,0.89
15,62,"L2658",1282459,17899,29405,1229480,0.95
15,62,"L2659",1080493,41049,29818,1005010,0.93
15,62,"L2660",1480635,7962,31679,1434012,0.96
15,62,"L2661",516309,11619,10473,491883,0.95
15,62,"L2662",535147,13187,12480,507200,0.94
15,62,"L2663",1389848,18013,37604,1327940,0.95
15,62,"L2664",907670,7891,24279,871286,0.95
15,62,"L2665",1579328,21166,33079,1517809,0.96
15,62,"L2666",1434327,16405,26657,1384715,0.96
15,62,"L2667",1074455,34575,24609,1010688,0.94
15,62,"L2668",1468626,9026,33715,1419259,0.96
15,62,"L2669",1294928,12491,25413,1250981,0.96
15,62,"L2670",667733,16511,17916,630421,0.94
15,62,"L2671",1900616,10090,38449,1843215,0.96
15,62,"L2672",2845498,17261,55785,2759294,0.96
15,62,"L2673",1877430,17312,36660,1814832,0.96
15,62,"L2674",1457868,8885,29812,1412258,0.96
15,62,"L2675",1718457,16883,34581,1659118,0.96
15,62,"L2676",1072766,25978,32726,1009339,0.94
15,62,"L2677",1353194,28742,35753,1282673,0.94
15,62,"L2678",1017801,24862,28615,960016,0.94
15,62,"L2679",1050172,17674,32132,995848,0.94
15,63,"L2680",1214296,16633,43516,1148958,0.94
15,63,"L2681",1089223,7234,25453,1051712,0.96
15,63,"L2682",1274336,9661,30445,1228605,0.96
15,63,"L2683",1292388,17423,30648,1238595,0.95
15,63,"L2684",1294177,20139,40861,1227591,0.94
15,63,"L2685",923227,16878,16599,885492,0.95
15,63,"L2686",1971995,13950,48228,1901048,0.96
15,63,"L2687",862822,36380,28754,794232,0.92
15,63,"L2688",906469,34869,23581,844083,0.93
15,63,"L2689",1173401,33671,24771,1109766,0.94
15,63,"L2690",1333976,29953,34714,1263337,0.94
15,63,"L2691",683272,22768,18304,639360,0.93
15,63,"L2692",1413167,31712,34893,1340386,0.94
15,63,"L2693",1781654,27335,42163,1704253,0.95
15,63,"L2694",1253187,15973,32741,1199132,0.95
15,63,"L2695",1569691,36831,35089,1490938,0.94
15,63,"L2696",1467757,11691,31450,1417862,0.96
15,63,"L2697",1562731,21370,26698,1507419,0.96
15,63,"L2698",1311329,44156,23935,1237423,0.94
15,63,"L2699",1636287,8117,33956,1586847,0.96
15,63,"L2700",930593,9860,31186,885468,0.95
15,63,"L2701",1240276,9083,28932,1196789,0.96
15,63,"L2702",1136150,18678,24613,1088140,0.95
15,63,"L2703",1110268,29388,27120,1048990,0.94
15,63,"L2704",773536,13083,22649,734403,0.94
15,63,"L2705",1005423,62909,15641,922542,0.91
15,63,"L2706",848819,12962,16193,815930,0.96
15,63,"L2707",1626037,16681,36344,1565691,0.96
15,63,"L2708",1624270,13683,35412,1567869,0.96
15,63,"L2709",2073654,17946,40797,2005731,0.96
15,63,"L2710",1047500,36241,25485,981289,0.93
15,63,"L2711",1289748,15262,23911,1244812,0.96
15,63,"L2712",957709,14668,25051,913813,0.95
15,63,"L2713",1190241,35966,23384,1125551,0.94
15,63,"L2714",910124,17142,21211,867701,0.95
15,63,"L2715",1413849,47309,32977,1327538,0.93
15,63,"L2716",2040367,12452,44831,1973775,0.96
15,63,"L2717",1547307,21275,39359,1480031,0.95
15,63,"L2718",1149177,17140,29988,1097112,0.95
15,63,"L2719",965530,9566,22941,928625,0.96
15,63,"L2720",912144,16733,21500,869955,0.95
15,63,"L2721",1576609,20019,31583,1517770,0.96
15,63,"L2722",704338,19793,20414,661131,0.93
15,63,"L2723",1308291,32839,28138,1241549,0.94
15,63,"L2724",721015,15814,18091,683886,0.94
15,63,"L2725",460770,5743,10143,442878,0.96
15,63,"L2726",411237,6996,9676,392811,0.95
15,63,"L2727",891561,14002,21082,852553,0.95
15,64,"L2728",1532753,20563,35223,1470143,0.95
15,64,"L2729",660899,11670,14760,631800,0.95
15,64,"L2730",1084140,15033,26578,1037739,0.95
15,64,"L2731",1170753,14050,25113,1126410,0.96
15,64,"L2732",1290877,17555,30945,1236657,0.95
15,64,"L2733",1599018,11979,27475,1552257,0.97
15,64,"L2734",1519271,8582,32243,1471537,0.96
15,64,"L2735",944335,37515,18530,884159,0.93
15,64,"L2736",735504,46537,14335,671586,0.91
15,64,"L2737",1890007,60428,37831,1783657,0.94
15,64,"L2738",1530076,24950,27436,1470815,0.96
15,64,"L2739",882327,23037,19566,835779,0.94
15,64,"L2740",557620,23872,13291,517968,0.92
15,64,"L2741",1031822,17389,19918,989952,0.95
15,64,"L2742",901170,3904,17082,876102,0.97
15,64,"L2743",1070002,15147,19767,1030300,0.96
15,64,"L2744",1852177,10761,32415,1800634,0.97
15,64,"L2745",1063199,16155,22391,1019883,0.95
15,64,"L2746",1685943,28534,31094,1618843,0.96
15,64,"L2747",1700021,7683,36330,1648409,0.96
15,64,"L2748",1184576,9386,29103,1140713,0.96
15,64,"L2749",1413665,6002,25308,1376052,0.97
15,64,"L2750",984765,9789,22325,948312,0.96
15,64,"L2751",834146,9220,17312,803778,0.96
15,64,"L2752",1050037,5917,24643,1014669,0.96
15,64,"L2753",750873,25920,16781,704889,0.93
15,64,"L2754",1145080,11659,25169,1103188,0.96
15,64,"L2755",1528100,29888,29867,1461592,0.95
15,64,"L2756",996373,5389,22515,964027,0.96
15,64,"L2757",1579919,15563,34029,1523209,0.96
15,64,"L2758",1406738,17953,29304,1353181,0.96
15,64,"L2759",1064837,10004,21513,1028590,0.96
15,64,"L2760",1174029,8338,26880,1133585,0.96
15,64,"L2761",729391,13759,14889,697458,0.95
15,64,"L2762",1936914,19319,34151,1874676,0.96
15,64,"L2763",1295483,17251,27576,1245042,0.96
15,64,"L2764",867783,5975,14727,843147,0.97
15,64,"L2765",1472567,14790,34425,1416846,0.96
15,64,"L2766",1069518,7441,21177,1036043,0.96
15,64,"L2767",1547611,8739,31461,1500572,0.96
15,64,"L2768",1579891,9165,28784,1534611,0.97
15,64,"L2769",1359581,14182,23720,1315427,0.96
15,64,"L2770",1330785,25550,25905,1273494,0.95
15,64,"L2771",1477119,31054,27557,1411783,0.95
15,64,"L2772",1003305,6893,20892,970943,0.96
15,64,"L2773",1938008,14640,35216,1879166,0.96
15,64,"L2774",1590590,8567,31287,1543405,0.97
15,64,"L2775",640437,4640,12421,620450,0.96
16,65,"L2776",975741,9906,46976,914709,0.93
16,65,"L2777",1720420,19421,81702,1612381,0.93
16,65,"L2778",1045325,8751,50632,981653,0.93
16,65,"L2779",1717338,16258,85052,1609295,0.93
16,65,"L2780",2313770,18262,114478,2171399,0.93
16,65,"L2781",1076333,13855,47097,1011101,0.93
16,65,"L2782",898230,7122,46890,840745,0.93
16,65,"L2783",872976,11247,41108,817153,0.93
16,65,"L2784",1357675,16387,60010,1275745,0.93
16,65,"L2785",2345432,24063,108033,2203611,0.93
16,65,"L2786",1108525,10940,55567,1037660,0.93
16,65,"L2787",1159364,21243,51549,1082073,0.93
16,65,"L2788",869766,13723,38906,813487,0.93
16,65,"L2789",2281143,23874,110532,2137472,0.93
16,65,"L2790",2087316,7837,100276,1970505,0.94
16,65,"L2791",1172207,16435,56386,1094685,0.93
16,65,"L2792",924982,6733,43376,871001,0.94
16,65,"L2793",930361,11494,39312,875791,0.94
16,65,"L2794",733043,25312,32247,672670,0.91
16,65,"L2795",737866,6534,34652,693558,0.94
16,65,"L2796",821227,6776,40548,770577,0.93
16,65,"L2797",1585455,7736,72310,1498907,0.94
16,65,"L2798",1332527,5728,66579,1254912,0.94
16,65,"L2799",1130131,7270,56559,1061652,0.93
16,65,"L2800",1126013,6122,54637,1060576,0.94
16,65,"L2801",1122933,19676,48037,1050543,0.93
16,65,"L2802",765153,28639,35602,697978,0.91
16,65,"L2803",981544,14575,37971,924893,0.94
16,65,"L2804",750038,4871,33360,708591,0.94
16,65,"L2805",1408658,8498,68045,1326356,0.94
16,65,"L2806",1158442,7760,55699,1090409,0.94
16,65,"L2807",569612,9102,25739,532564,0.93
16,65,"L2808",650934,4745,31461,612085,0.94
16,65,"L2809",972291,11885,43080,913250,0.93
16,65,"L2810",1387540,12864,57311,1311456,0.94
16,65,"L2811",634238,9602,26957,595128,0.93
16,65,"L2812",802638,8805,33001,757715,0.94
16,65,"L2813",2100400,14092,97492,1980190,0.94
16,65,"L2814",1309562,4587,55430,1244110,0.95
16,65,"L2815",1025314,4996,43841,972255,0.94
16,65,"L2816",1153234,8406,48483,1091526,0.94
16,65,"L2817",791665,8804,32573,746978,0.94
16,65,"L2818",749030,7276,34782,703856,0.93
16,65,"L2819",611072,9220,25951,573357,0.93
16,65,"L2820",1009304,7810,42368,955055,0.94
16,65,"L2821",1780933,10738,82923,1680020,0.94
16,65,"L2822",1578623,5287,68434,1498275,0.94
16,65,"L2823",1172863,5732,50213,1112047,0.94
16,66,"L2824",2166284,13645,121749,2022295,0.93
16,66,"L2825",1394226,7226,71762,1309649,0.93
16,66,"L2826",1107377,8939,55066,1039004,0.93
16,66,"L2827",758820,9305,35201,711293,0.93
16,66,"L2828",1037241,7899,57006,968107,0.93
16,66,"L2829",2236523,21964,114479,2091175,0.93
16,66,"L2830",1732866,6304,93551,1626282,0.93
16,66,"L2831",1757315,12585,88720,1648928,0.93
16,66,"L2832",1680135,26411,80254,1566666,0.93
16,66,"L2833",1492594,54305,75675,1357020,0.9
16,66,"L2834",921862,22586,44602,851128,0.92
16,66,"L2835",846497,12743,37929,792441,0.93
16,66,"L2836",1041920,14589,49785,973493,0.93
16,66,"L2837",1280937,17191,69604,1189073,0.92
16,66,"L2838",1166287,5798,58902,1096845,0.94
16,66,"L2839",1003039,8835,57576,932699,0.92
16,66,"L2840",1248726,16652,56091,1171005,0.93
16,66,"L2841",1263010,33726,64411,1159933,0.91
16,66,"L2842",966772,33984,44333,884740,0.91
16,66,"L2843",1241338,12021,64462,1160127,0.93
16,66,"L2844",1141653,28809,61214,1047214,0.91
16,66,"L2845",1394246,11084,78140,1299412,0.93
16,66,"L2846",1547869,5421,82974,1453255,0.93
16,66,"L2847",1442568,20953,77770,1338155,0.92
16,66,"L2848",1168524,4584,59350,1099850,0.94
16,66,"L2849",1148080,24160,58011,1061371,0.92
16,66,"L2850",684608,6081,31423,644294,0.94
16,66,"L2851",1164216,19756,56549,1083228,0.93
16,66,"L2852",1091955,13338,60338,1013902,0.92
16,66,"L2853",586996,4804,30526,549386,0.93
16,66,"L2854",1502671,9434,83716,1403743,0.93
16,66,"L2855",1565823,19972,83840,1455740,0.92
16,66,"L2856",1134611,11625,64092,1054475,0.92
16,66,"L2857",1582578,27654,85345,1463445,0.92
16,66,"L2858",522886,16904,34103,470001,0.89
16,66,"L2859",617467,15775,32506,566790,0.91
16,66,"L2860",863092,12511,41666,805522,0.93
16,66,"L2861",1173878,11310,61465,1096511,0.93
16,66,"L2862",1251582,5602,62423,1178578,0.94
16,66,"L2863",674173,7380,28838,635346,0.94
16,66,"L2864",920930,9752,44425,863138,0.93
16,66,"L2865",817081,7999,39629,766303,0.93
16,66,"L2866",775307,6080,40853,725204,0.93
16,66,"L2867",733250,15652,37975,676735,0.92
16,66,"L2868",262292,3032,13956,244214,0.93
16,66,"L2869",998057,7133,51793,935208,0.93
16,66,"L2870",767840,3706,35588,725551,0.94
16,66,"L2871",667228,6197,31026,627343,0.94
16,67,"L2872",1146940,11430,58040,1072788,0.93
16,67,"L2873",1034767,6137,52512,971755,0.93
16,67,"L2874",1005977,7228,48504,946176,0.94
16,67,"L2875",1496981,27045,81672,1382581,0.92
16,67,"L2876",940080,7646,48128,880449,0.93
16,67,"L2877",1595160,14413,79182,1495044,0.93
16,67,"L2878",943804,18644,52207,869067,0.92
16,67,"L2879",1505860,13566,69832,1416168,0.94
16,67,"L2880",815022,17219,41863,752819,0.92
16,67,"L2881",800028,27375,40702,728882,0.91
16,67,"L2882",822090,11636,41334,765882,0.93
16,67,"L2883",899072,13723,46024,835652,0.92
16,67,"L2884",883248,8558,37986,833091,0.94
16,67,"L2885",855925,10918,42294,799301,0.93
16,67,"L2886",1645220,7102,75946,1555152,0.94
16,67,"L2887",1080404,13346,52066,1010660,0.93
16,67,"L2888",951171,5546,41777,899948,0.94
16,67,"L2889",959455,15782,46240,893503,0.93
16,67,"L2890",958660,20389,42157,892294,0.93
16,67,"L2891",1485931,7884,67247,1404864,0.94
16,67,"L2892",761064,6272,36878,714797,0.93
16,67,"L2893",682423,6916,33597,639210,0.93
16,67,"L2894",897906,5035,38025,851048,0.94
16,67,"L2895",565611,6704,26033,530513,0.93
16,67,"L2896",1038022,12096,46524,975083,0.93
16,67,"L2897",1271302,37412,50297,1178483,0.92
16,67,"L2898",1415249,13421,57275,1338663,0.94
16,67,"L2899",1372147,25870,57272,1283443,0.93
16,67,"L2900",865276,11695,37555,812567,0.93
16,67,"L2901",861009,8751,37210,811605,0.94
16,67,"L2902",1300169,21882,64061,1209092,0.92
16,67,"L2903",743862,10002,35320,695460,0.93
16,67,"L2904",715643,4320,33185,675122,0.94
16,67,"L2905",568850,8752,26527,531303,0.93
16,67,"L2906",1231456,10273,48758,1167265,0.94
16,67,"L2907",766157,8324,33822,720810,0.94
16,67,"L2908",805565,8561,32198,761540,0.94
16,67,"L2909",1939011,10768,86496,1833508,0.94
16,67,"L2910",1099690,6426,46316,1042225,0.94
16,67,"L2911",531879,3134,20769,505726,0.95
16,67,"L2912",1106873,14350,47712,1040232,0.93
16,67,"L2913",1071633,18030,44869,1004254,0.93
16,67,"L2914",911761,7733,37588,862672,0.94
16,67,"L2915",680929,8524,30839,638844,0.93
16,67,"L2916",965512,5668,39760,915977,0.94
16,67,"L2917",1078549,6146,48838,1019017,0.94
16,67,"L2918",1661454,9111,75344,1570211,0.94
16,67,"L2919",747279,5450,32684,706030,0.94
16,68,"L2920",1385290,18930,91481,1269725,0.91
16,68,"L2921",1460056,17082,94942,1342523,0.91
16,68,"L2922",642323,12628,38169,589132,0.91
16,68,"L2923",1486693,14573,85467,1381048,0.92
16,68,"L2924",744032,11181,45907,684080,0.91
16,68,"L2925",1265143,10382,65652,1184232,0.93
16,68,"L2926",1245697,18238,72111,1150697,0.92
16,68,"L2927",1694703,60023,81927,1546556,0.91
16,68,"L2928",1406461,31027,67345,1302627,0.92
16,68,"L2929",778987,27657,36914,711571,0.91
16,68,"L2930",585585,8823,35911,538723,0.92
16,68,"L2931",691842,25000,37531,626690,0.9
16,68,"L2932",838791,10395,44623,780485,0.93
16,68,"L2933",1158322,8801,67909,1077134,0.92
16,68,"L2934",1106088,12701,71247,1017864,0.92
16,68,"L2935",1219867,14182,79647,1121311,0.91
16,68,"L2936",1172368,9845,62145,1095688,0.93
16,68,"L2937",959041,11621,51624,892188,0.93
16,68,"L2938",994927,21137,49591,920374,0.92
16,68,"L2939",1076693,5315,60042,1007091,0.93
16,68,"L2940",938643,16650,57171,861271,0.91
16,68,"L2941",1389270,7032,78357,1298514,0.93
16,68,"L2942",971488,7702,56165,903849,0.93
16,68,"L2943",1416980,13577,85131,1312748,0.92
16,68,"L2944",1044036,5815,53765,980432,0.93
16,68,"L2945",1624986,88256,76607,1454268,0.89
16,68,"L2946",1496320,38498,75084,1377147,0.92
16,68,"L2947",1022475,17254,42984,958112,0.93
16,68,"L2948",1209818,11740,54608,1138499,0.94
16,68,"L2949",1440041,13785,81583,1339024,0.92
16,68,"L2950",1393113,35862,73824,1278202,0.91
16,68,"L2951",1080472,9528,58340,1008405,0.93
16,68,"L2952",993335,6906,63060,919719,0.92
16,68,"L2953",864079,16540,52880,791381,0.91
16,68,"L2954",886459,8308,47064,827424,0.93
16,68,"L2955",820435,15178,46769,755380,0.92
16,68,"L2956",715355,6194,38846,667559,0.93
16,68,"L2957",888914,12152,60035,813454,0.91
16,68,"L2958",1800719,8661,104706,1680466,0.93
16,68,"L2959",927983,4047,52290,868093,0.93
16,68,"L2960",3308,1083,681,1532,0.46
16,68,"L2961",2162290,26111,119208,2008672,0.92
16,68,"L2962",1338187,9446,72309,1251223,0.93
16,68,"L2963",1183937,19841,68210,1091510,0.92
16,68,"L2964",1620288,16271,96935,1501052,0.92
16,68,"L2965",799400,8543,42568,745309,0.93
16,68,"L2966",918712,6818,46410,862038,0.93
16,68,"L2967",908568,5380,46325,853236,0.93
17,69,"L2979",1500907,24480,24098,1444798,0.96
17,69,"L2980",1625314,11129,22564,1583501,0.97
17,69,"L2981",1225049,10773,18505,1189544,0.97
17,69,"L2982",1130732,13697,15159,1096075,0.97
17,69,"L2983",1211674,13577,19127,1172953,0.97
17,69,"L2984",1570154,10805,18833,1532470,0.98
17,69,"L2985",3487023,16838,46019,3406300,0.98
17,69,"L2986",734631,26974,9107,695191,0.95
17,69,"L2987",973047,16953,12385,938753,0.96
17,69,"L2988",762367,13214,9762,735528,0.96
17,69,"L2989",1488927,9678,19360,1452535,0.98
17,69,"L2990",8862,3241,157,5439,0.61
17,69,"L2991",1660095,25136,21369,1605284,0.97
17,69,"L2992",1361249,13656,18238,1322315,0.97
17,69,"L2993",1074696,4304,14318,1050588,0.98
17,69,"L2994",687160,10602,9094,663996,0.97
17,69,"L2995",1604492,6475,19959,1570040,0.98
17,69,"L2996",1211742,6639,15193,1183665,0.98
17,69,"L2997",829155,23117,9831,792269,0.96
17,69,"L2998",1108832,8958,15632,1078549,0.97
17,69,"L2999",952430,4300,14862,928322,0.97
17,69,"L3000",1211958,6349,16131,1183023,0.98
17,69,"L3001",3468,1251,95,2114,0.61
17,69,"L3002",5169,2259,86,2812,0.54
17,69,"L3003",733233,4057,10846,714588,0.97
17,69,"L3004",1287429,33976,15535,1231652,0.96
17,69,"L3005",1027618,7863,12880,1001494,0.97
17,69,"L3006",969361,12256,12677,939463,0.97
17,69,"L3007",709225,8400,11381,685946,0.97
17,69,"L3008",3945,2331,79,1531,0.39
17,69,"L3009",974752,9881,12313,947718,0.97
17,69,"L3010",1985186,36323,25446,1913360,0.96
17,69,"L3011",397754,3978,6254,385469,0.97
17,69,"L3012",657078,8182,8656,636901,0.97
17,69,"L3013",524466,5340,6761,509608,0.97
17,69,"L3014",924208,6485,11643,901203,0.98
17,69,"L3015",657120,3460,8336,641899,0.98
17,69,"L3016",1045320,7490,12770,1019884,0.98
17,69,"L3017",744808,7356,9477,724160,0.97
17,69,"L3018",629822,3045,7886,615664,0.98
17,69,"L3019",793751,4059,9799,775855,0.98
17,69,"L3020",935769,2994,11501,916404,0.98
17,69,"L3021",754384,3077,10793,736582,0.98
17,69,"L3022",961774,8811,12753,935277,0.97
17,69,"L3023",935621,4832,12665,913167,0.98
17,69,"L3024",1157411,10326,14953,1126266,0.97
17,69,"L3025",538868,5128,6855,523948,0.97
17,69,"L3026",474813,3885,5899,462670,0.97
17,70,"L3027",495993,6138,7869,478405,0.96
17,70,"L3028",967873,3791,14292,942791,0.97
17,70,"L3029",622183,4646,10191,602598,0.97
17,70,"L3030",865524,6067,12367,840986,0.97
17,70,"L3031",1125470,5125,16294,1096310,0.97
17,70,"L3032",741683,6953,9839,719554,0.97
17,70,"L3033",883640,4409,13555,859375,0.97
17,70,"L3034",711026,4580,10403,690799,0.97
17,70,"L3035",1259061,20541,16253,1213427,0.96
17,70,"L3036",1482904,11358,20564,1439911,0.97
17,70,"L3037",1379000,9065,20343,1339138,0.97
17,70,"L3038",1784494,14151,25324,1732117,0.97
17,70,"L3039",1355807,6324,18990,1320748,0.97
17,70,"L3040",1097868,11786,16437,1061166,0.97
17,70,"L3041",1244775,8003,17802,1209589,0.97
17,70,"L3042",1374560,11145,19404,1333781,0.97
17,70,"L3043",1423546,12049,20966,1379923,0.97
17,70,"L3044",1287228,6630,17705,1253763,0.97
17,70,"L3045",1157058,27183,15012,1106552,0.96
17,70,"L3046",625922,6442,10833,604054,0.97
17,70,"L3047",1354863,11523,22089,1311152,0.97
17,70,"L3048",1205384,8127,18460,1169613,0.97
17,70,"L3049",1276266,9967,19028,1237747,0.97
17,70,"L3050",1264546,23962,19355,1211579,0.96
17,70,"L3051",1366459,4708,19486,1332308,0.98
17,70,"L3052",1258396,26136,17491,1205447,0.96
17,70,"L3053",1083470,14357,14839,1046159,0.97
17,70,"L3054",1588095,49253,21058,1506198,0.95
17,70,"L3055",1100082,11722,17799,1062291,0.97
17,70,"L3056",882587,17316,14390,843825,0.96
17,70,"L3057",908695,14969,13961,872949,0.96
17,70,"L3058",1070406,10341,16114,1035991,0.97
17,70,"L3059",943354,6921,15860,913354,0.97
17,70,"L3060",1051403,9927,14979,1018844,0.97
17,70,"L3061",664658,7753,10158,641653,0.97
17,70,"L3062",1162464,16448,17738,1119517,0.96
17,70,"L3063",804060,7034,12443,778222,0.97
17,70,"L3064",4413,3000,80,1330,0.3
17,70,"L3065",991371,8036,13252,962712,0.97
17,70,"L3066",1148429,6567,15403,1117728,0.97
17,70,"L3067",1119160,8453,14372,1088185,0.97
17,70,"L3068",1146020,7254,15999,1114042,0.97
17,70,"L3069",1205300,10722,17375,1167946,0.97
17,70,"L3070",885862,14451,13106,851523,0.96
17,70,"L3071",1121306,4014,17261,1091401,0.97
17,70,"L3072",1047748,10952,15429,1013569,0.97
17,70,"L3073",667965,8050,9564,645377,0.97
17,70,"L3074",947105,5953,13009,921464,0.97
17,71,"L3075",1173582,26005,47354,1095013,0.93
17,71,"L3076",1372640,4625,31534,1329907,0.97
17,71,"L3077",1254820,7634,31794,1209706,0.96
17,71,"L3078",3476760,37936,87842,3335232,0.96
17,71,"L3079",990005,15041,36671,933976,0.94
17,71,"L3080",1497222,29548,38029,1422802,0.95
17,71,"L3081",1399799,8588,37856,1346642,0.96
17,71,"L3082",1352985,33592,31200,1281783,0.95
17,71,"L3083",1042967,45714,25955,966633,0.93
17,71,"L3084",760889,22324,19649,715435,0.94
17,71,"L3085",1206369,13369,36159,1151336,0.95
17,71,"L3086",1324878,14046,31092,1273540,0.96
17,71,"L3087",1069997,16363,32565,1016275,0.95
17,71,"L3088",1322208,10710,31376,1273935,0.96
17,71,"L3089",3757,148,1678,1923,0.51
17,71,"L3090",1362099,16390,32645,1306402,0.96
17,71,"L3091",1052578,4907,19431,1023135,0.97
17,71,"L3092",1434173,10075,36346,1381102,0.96
17,71,"L3093",1936185,25554,40858,1860879,0.96
17,71,"L3094",1462472,4717,32284,1418430,0.97
17,71,"L3095",822182,9437,26113,782932,0.95
17,71,"L3096",1446488,12223,35429,1392151,0.96
17,71,"L3097",1264570,8803,25847,1223925,0.97
17,71,"L3098",1422583,21589,34647,1359850,0.96
17,71,"L3099",1037615,6590,23960,1002324,0.97
17,71,"L3100",537927,84590,13257,438131,0.81
17,71,"L3101",1440484,10578,30286,1392827,0.97
17,71,"L3102",1209003,36645,30124,1136892,0.94
17,71,"L3103",1614956,7181,36196,1564054,0.97
17,71,"L3104",1132941,17053,26422,1084375,0.96
17,71,"L3105",813778,62594,17908,730054,0.9
17,71,"L3106",10348,8384,73,1881,0.18
17,71,"L3107",993447,10635,22909,955170,0.96
17,71,"L3108",1402411,8678,32478,1354529,0.97
17,71,"L3109",1213961,9586,26430,1172368,0.97
17,71,"L3110",1105433,8513,25530,1066219,0.96
17,71,"L3111",1063812,4564,24328,1029965,0.97
17,71,"L3112",1256224,8075,28215,1213964,0.97
17,71,"L3113",1089487,8437,24723,1051247,0.96
17,71,"L3114",1063010,8310,19724,1030063,0.97
17,71,"L3115",1177909,9681,20551,1142188,0.97
17,71,"L3116",927705,8113,22871,892351,0.96
17,71,"L3117",1212041,8300,24121,1173926,0.97
17,71,"L3118",1142918,9385,22628,1105553,0.97
17,71,"L3119",1306,98,65,1141,0.87
17,71,"L3120",985913,11804,26564,943168,0.96
17,71,"L3121",720959,13333,15986,688457,0.95
17,71,"L3122",1073359,8819,25856,1033634,0.96
17,72,"L3123",846534,9956,26548,806078,0.95
17,72,"L3124",1178274,3633,27711,1141036,0.97
17,72,"L3125",906400,6567,30591,865135,0.95
17,72,"L3126",963522,4765,25663,928461,0.96
17,72,"L3127",1109551,3504,22512,1078108,0.97
17,72,"L3128",1049780,8417,30597,1005837,0.96
17,72,"L3129",1146832,8614,33390,1099452,0.96
